                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.32221,                0.18653,                0.80088,                      1,                0.98182,                  0.995,                0.93083,                0.41518,                0.18348,                0.90398,              0.0068716,              0.0068716,              0.0068716
                    160,                0.31841,                0.18462,                0.80133,                      1,                0.97967,                0.99497,                0.93387,                0.40341,                 0.1859,                0.90249,              0.0068518,              0.0068518,              0.0068518
                    161,                0.32072,                0.18726,                0.80084,                      1,                0.97891,                0.99485,                0.93548,                 0.3968,                0.18706,                0.90197,               0.006832,               0.006832,               0.006832
                    162,                0.31846,                0.18489,                0.80159,                      1,                0.97883,                0.99487,                0.93246,                0.39204,                0.18361,                0.90194,              0.0068122,              0.0068122,              0.0068122
                    163,                0.31694,                0.18495,                0.80181,                0.99972,                 0.9821,                0.99487,                0.93488,                0.38533,                0.17868,                0.90148,              0.0067924,              0.0067924,              0.0067924
                    164,                0.31191,                0.18215,                0.80286,                 0.9948,                0.97821,                0.99479,                0.93671,                0.38158,                0.18256,                0.90104,              0.0067726,              0.0067726,              0.0067726
                    165,                0.31444,                0.18383,                0.80296,                0.99479,                0.97635,                0.99467,                0.93627,                0.38272,                0.18333,                0.90102,              0.0067528,              0.0067528,              0.0067528
                    166,                0.31244,                0.18244,                0.80179,                0.99478,                0.97511,                0.99467,                0.93482,                 0.3859,                0.18367,                0.90131,               0.006733,               0.006733,               0.006733
                    167,                0.31571,                0.18295,                0.80549,                0.99593,                0.97187,                 0.9947,                0.93236,                0.39001,                0.18581,                0.90185,              0.0067132,              0.0067132,              0.0067132
                    168,                0.31522,                0.18323,                0.80018,                 0.9979,                0.96931,                0.99457,                0.93369,                0.39133,                0.18548,                0.90215,              0.0066934,              0.0066934,              0.0066934
                    169,                  0.311,                0.18244,                 0.8022,                0.99816,                0.96931,                0.99455,                0.93231,                0.39188,                0.18805,                0.90215,              0.0066736,              0.0066736,              0.0066736
                    170,                0.31387,                0.18409,                0.80296,                0.99787,                0.96931,                0.99462,                0.93026,                0.39723,                0.18704,                0.90267,              0.0066538,              0.0066538,              0.0066538
                    171,                0.30843,                0.18191,                0.80257,                 0.9979,                0.96931,                0.99459,                0.92932,                 0.3979,                0.18846,                 0.9029,               0.006634,               0.006634,               0.006634
                    172,                0.31099,                0.18289,                0.80161,                0.99892,                0.96931,                0.99455,                0.92989,                0.39679,                0.19078,                0.90304,              0.0066142,              0.0066142,              0.0066142
                    173,                0.30713,                0.18098,                0.79949,                0.99963,                0.96931,                0.99462,                0.92867,                0.39829,                0.19154,                0.90328,              0.0065944,              0.0065944,              0.0065944
                    174,                 0.3044,                0.17866,                0.79903,                0.99815,                0.96931,                0.99465,                0.92918,                0.40453,                 0.1919,                 0.9041,              0.0065746,              0.0065746,              0.0065746
                    175,                0.30379,                0.18017,                0.79974,                0.99772,                0.96931,                0.99467,                0.92787,                0.40481,                0.18977,                0.90429,              0.0065548,              0.0065548,              0.0065548
                    176,                0.30074,                0.17815,                0.80122,                      1,                0.97137,                0.99467,                0.92744,                0.40593,                0.18886,                0.90458,               0.006535,               0.006535,               0.006535
                    177,                0.30591,                0.18022,                0.79823,                      1,                0.97159,                0.99465,                0.92565,                0.40294,                  0.189,                0.90432,              0.0065152,              0.0065152,              0.0065152
                    178,                 0.3003,                 0.1787,                0.80061,                      1,                0.97158,                0.99467,                0.92667,                0.40156,                0.18803,                0.90426,              0.0064954,              0.0064954,              0.0064954
                    179,                0.30293,                0.17869,                0.79946,                      1,                0.97153,                0.99465,                0.92786,                0.40338,                0.18884,                0.90435,              0.0064756,              0.0064756,              0.0064756
                    180,                0.29698,                0.17416,                0.80069,                      1,                0.97093,                0.99463,                0.92822,                0.40135,                0.19018,                0.90416,              0.0064558,              0.0064558,              0.0064558
                    181,                0.30046,                0.17625,                0.80057,                      1,                0.97045,                0.99445,                0.92574,                0.40485,                0.19318,                0.90461,               0.006436,               0.006436,               0.006436
                    182,                0.30122,                0.17826,                0.79992,                      1,                0.96986,                0.99447,                0.92854,                0.40305,                0.19378,                0.90444,              0.0064162,              0.0064162,              0.0064162
                    183,                0.29616,                0.17562,                0.79947,                0.99736,                0.96742,                 0.9944,                0.92737,                0.40316,                0.19498,                0.90428,              0.0063964,              0.0063964,              0.0063964
                    184,                0.29766,                0.17612,                0.80111,                0.99878,                0.96675,                0.99435,                 0.9286,                0.40119,                0.19404,                0.90405,              0.0063766,              0.0063766,              0.0063766
                    185,                0.29828,                0.17634,                0.79934,                0.99876,                0.96675,                0.99435,                0.92743,                 0.3996,                0.19325,                0.90415,              0.0063568,              0.0063568,              0.0063568
                    186,                0.29515,                0.17527,                 0.7996,                0.99891,                0.96675,                0.99438,                0.92733,                0.40069,                0.19594,                0.90431,               0.006337,               0.006337,               0.006337
                    187,                0.29461,                0.17524,                0.80012,                0.99995,                0.96675,                 0.9944,                0.92859,                0.39909,                0.19612,                0.90412,              0.0063172,              0.0063172,              0.0063172
                    188,                0.29592,                0.17661,                0.79871,                      1,                0.96417,                 0.9944,                0.92829,                0.39908,                0.19787,                0.90432,              0.0062974,              0.0062974,              0.0062974
                    189,                 0.2962,                0.17635,                0.79983,                      1,                0.96404,                0.99432,                0.92865,                0.39854,                0.19924,                0.90432,              0.0062776,              0.0062776,              0.0062776
                    190,                0.29143,                0.17339,                0.79575,                      1,                0.96395,                0.99442,                0.93017,                0.39866,                0.19997,                0.90427,              0.0062578,              0.0062578,              0.0062578
                    191,                0.29253,                0.17536,                0.79921,                      1,                0.96386,                0.99447,                0.93107,                0.39941,                0.19853,                0.90423,               0.006238,               0.006238,               0.006238
                    192,                0.29201,                0.17468,                0.79773,                      1,                0.96355,                 0.9944,                0.92989,                0.39958,                0.20299,                0.90434,              0.0062182,              0.0062182,              0.0062182
                    193,                0.28954,                 0.1722,                0.79706,                      1,                0.96352,                 0.9944,                0.93031,                0.39999,                0.20583,                0.90417,              0.0061984,              0.0061984,              0.0061984
                    194,                0.29202,                 0.1736,                0.80009,                      1,                 0.9635,                0.99442,                0.93133,                0.39997,                0.20773,                0.90444,              0.0061786,              0.0061786,              0.0061786
                    195,                0.29018,                0.17289,                0.79879,                      1,                0.96335,                0.99413,                 0.9295,                0.40059,                0.20904,                0.90447,              0.0061588,              0.0061588,              0.0061588
                    196,                0.29226,                0.17524,                 0.7999,                      1,                0.96325,                  0.991,                 0.9294,                0.40062,                0.21237,                 0.9044,               0.006139,               0.006139,               0.006139
                    197,                0.29001,                0.17354,                0.80014,                      1,                0.96318,                0.99095,                   0.93,                0.40085,                0.21207,                0.90434,              0.0061192,              0.0061192,              0.0061192
                    198,                0.28672,                0.17209,                0.80011,                      1,                0.96317,                0.99221,                0.93085,                0.40076,                0.20984,                0.90432,              0.0060994,              0.0060994,              0.0060994
                    199,                0.28411,                0.17149,                0.79509,                      1,                 0.9632,                0.99416,                0.93114,                0.40198,                 0.2114,                 0.9046,              0.0060796,              0.0060796,              0.0060796
                    200,                0.28603,                0.17265,                0.79952,                      1,                0.96311,                0.99411,                 0.9307,                0.40103,                0.20977,                0.90453,              0.0060598,              0.0060598,              0.0060598
                    201,                0.28439,                0.17109,                0.79822,                      1,                0.96315,                0.99411,                0.93185,                 0.4001,                0.20756,                0.90447,                0.00604,                0.00604,                0.00604
